high cards,.0160000
pairs, 13.5220000
two pairs, 28.6880000
three of a kinds, 14.9420000
straights, 17.4700000
flushes, 11.8170000
full houses, 12.2140000
four of a kinds, 1.1000000
straight flushes, .2060000
royal flushes, .0250000
