high cards,.0020000
pairs, 11.4560000
two pairs, 27.0140000
three of a kinds, 15.7560000
straights, 18.6520000
flushes, 12.5750000
full houses, 13.1810000
four of a kinds, 1.1450000
straight flushes, .1950000
royal flushes, .0240000
