high cards,.1930000
pairs, 19.7390000
two pairs, 32.6130000
three of a kinds, 12.4050000
straights, 14.6800000
flushes, 9.9350000
full houses, 9.5340000
four of a kinds, .7470000
straight flushes, .1330000
royal flushes, .0210000
