high cards,1.9590000
pairs, 29.8990000
two pairs, 33.9820000
three of a kinds, 9.4040000
straights, 10.6340000
flushes, 7.0930000
full houses, 6.5010000
four of a kinds, .4480000
straight flushes, .0700000
royal flushes, .0100000
