high cards,17.4525800
pairs, 43.7248300
two pairs, 23.5583800
three of a kinds, 4.8161200
straights, 4.6261200
flushes, 3.0119300
full houses, 2.6054800
four of a kinds, .1735400
straight flushes, .0258000
royal flushes, .0029000
