high cards,.0020000
pairs, 9.7190000
two pairs, 24.8040000
three of a kinds, 16.5360000
straights, 19.5060000
flushes, 13.4940000
full houses, 14.3830000
four of a kinds, 1.3250000
straight flushes, .2040000
royal flushes, .0270000
