high cards,6.1010000
pairs, 37.2080000
two pairs, 31.2900000
three of a kinds, 7.0110000
straights, 7.9570000
flushes, 5.3670000
full houses, 4.6740000
four of a kinds, .3310000
straight flushes, .0540000
royal flushes, .0070000
