high cards,.5630000
pairs, 24.3490000
two pairs, 33.9330000
three of a kinds, 11.0430000
straights, 12.7460000
flushes, 8.3780000
full houses, 8.2540000
four of a kinds, .6260000
straight flushes, .0980000
royal flushes, .0100000
