As,Ks,32
Ks,Qs,29
Qs,Js,27
Js,10s,26
10s,9s,25
9s,8s,21
8s,7s,20
7s,6s,19
6s,5s,18
5s,4s,15
4s,3s,14
3s,2s,12
2s,As,22
