As,Ac,35
Ks,Kc,29
Qs,Qc,24
Js,Jc,22
10s,10c,19
9s,9c,18
8s,8c,16
7s,7c,15
6s,6c,14
5s,5c,14
4s,4c,12
3s,3c,12
2s,2c,12
